report_id,description,nature,event,sif_label,label_source
OSHA-2022065407,"An employee was installing a removable railing on a flatbed truck when his left ring finger was pinched between the railing and the bed of the truck, resulting in a fingertip amputation.",Amputations,Compressed or pinched by shifting objects or equipment,YES,weak
OSHA-2022087314,"An employee was near the top of a ship ladder when he fell, landing on the floor about 10 feet below and suffering injuries to the hip, wrist, and head.","Soreness, pain, hurt-nonspecified injury",Other fall to lower level 6 to 10 feet,YES,weak
OSHA-2023054306,An employee was taking pictures of a trailer when they were struck by a forklift and sustained an ankle fracture.,Fractures,Pedestrian struck by vehicle backing up in nonroadway area,YES,weak
OSHA-2021119716,"On November 10, 2021, an employee was moving a 15-foot steel beam with an overhead crane. The beam begun to swing, fell, and struck the employee. The employee suffered chin and shoulder lacerations and a broken collarbone and was hospitalized.",Fractures,Struck by object falling from vehicle or machinery-other than vehicle part,YES,weak
OSHA-20171111342,An employee was attempting to check a discharge pipe on a rotary seal machine when the employee's glove was caught by the rotary seal blade. The blade then amputated the employee's right middle fingertip.,Amputations,"Caught in running equipment or machinery, n.e.c.",YES,weak
OSHA-2023076831,"An employee was clearing an obstruction on a conveyor line using a ladder frame when they fell back onto the floor, striking their head. The employee sustained head trauma.","Intracranial injuries, unspecified","Fall on same level, unspecified",NO,weak
OSHA-2016065827,"An employee fell approximately 10 feet from a double gang job ladder to the lower level and suffered injuries including two fractured ribs, a punctured lung and a laceration to the back of the head.",Internal injuries to organs and blood vessels of the trunk,Other fall to lower level 6 to 10 feet,YES,weak
OSHA-2024010654,"An employee was clearing the stuck pulley of the aerator. As the pulley became unstuck, the employee's right ring finger was caught in either the pulley or the blades of the aerator, amputating the fingertip. The machine was not locked or tagged out at the time.","Amputations, avulsions, enucleations unspecified","Struck by running powered equipment during maintenance, cleaning, testing",YES,weak
OSHA-2024065241,An employee was installing drain pipe and pushed the pipe away. When it came back he used his right arm to block it and fractured his arm.,Fractures,"Struck by propelled, falling, or suspended object unspecified",YES,weak
OSHA-2016065710,"An employee was inching paper through a printing feed to clear a tear when the blade advanced on his finger. The skin was removed from his right middle finger, requiring surgery.","Avulsions, enucleations","Caught in running equipment or machinery, unspecified",YES,weak
OSHA-2016076482,Two employees were working in a lift bucket truck cleaning a cross arm when the boom failed and the bucket hit the truck. One employee remained in the bucket and the other was thrown out of the bucket. Both employees were attached to the bucket with harnesses and lanyards. One employee received a broken rib and bruising.,Fractures,"Other fall to lower level, unspecified",YES,weak
OSHA-2016043515,"An employee was wiping a roller with a rag when the roller pulled the rag and the employee's right hand in, breaking skin and causing lacerations.","Cuts, lacerations","Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2022098516,An employee was helping load a trailer. The vehicle was jostled and his left middle finger was crushed between the truck and the hitch. He suffered an amputation to the finger.,Amputations,Compressed or pinched by shifting objects or equipment,YES,weak
OSHA-2018043459,An employee was putting vegetation into a hopper when two of his left-hand fingers were amputated by the hopper blade roller.,Amputations,Caught in running equipment or machinery during regular operation,YES,human
OSHA-2021087075,An employee was rolling a piece of metal in a rotary machine when their glove got caught on the corner of the piece and the machine partially amputated their left index finger.,Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2024088042,"An employee stepped onto a scaffold made of two ladders and a wooden board. The scaffolding collapsed and the employee fell head first to the ground 8 feet below, suffering a head injury.",Intracranial injuries unspecified,Fall to lower level from collapsing structure or equipment 6 to 30 feet,YES,weak
OSHA-2021043207,"On April 17, 2021, an employee was walking when they tripped and fell on the ground, sustaining a broken hip. The employee was hospitalized.",Fractures,"Fall on same level due to tripping, unspecified",NO,weak
OSHA-2020076159,"An employee tripped on a path between an office area and a garage. The employee fell to the ground, suffering a herniated disk in the lower back.",Herniated discs,"Fall on same level due to tripping, unspecified",NO,weak
OSHA-2021064590,An employee suffered a finger amputation while working with a lead stripping machine.,Amputations,"Caught in running equipment or machinery, unspecified",YES,weak
OSHA-20181010670,"An employee was trying to re-light the pilot light on a combustor. It failed to ignite, then ignited when the door to the box was opened. A flash fire burned the employee's hands and face.","Heat (thermal) burns, unspecified",Small-scale (limited) fire,YES,weak
OSHA-2025066107,An employee was walking to his personal vehicle after delivering packages. His legs began to cramp up and he had chest pains. The employee was hospitalized for heat-related illness.,"Heat exhaustion, fatigue",Exposure to environmental heat outdoor,NO,weak
OSHA-2015063959,An employee amputated the tip of his right hand while clearing a jam on the sealer 2 machine.,Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
